Source_Article_ID,Target_Article_ID,Relationship_Type,Strength,Method,Reason,People_Connection,Org_Connection
ART-0340,ART-0383,same_category,0.200,deterministic,Deterministic match: same_category,,
ART-0340,ART-0386,same_category,0.200,deterministic,Deterministic match: same_category,,
ART-0340,ART-0391,same_category,0.200,deterministic,Deterministic match: same_category,,
ART-0340,ART-0397,same_category,0.200,deterministic,Deterministic match: same_category,,
ART-0340,ART-0403,shared_organization,0.300,deterministic,Deterministic match: shared_organization,,n/a
ART-0340,ART-0405,same_category,0.200,deterministic,Deterministic match: same_category,,
ART-0340,ART-0411,same_category,0.200,deterministic,Deterministic match: same_category,,
ART-0340,ART-0422,shared_organization,0.300,deterministic,Deterministic match: shared_organization,,n/a
ART-0340,ART-0423,same_category,0.200,deterministic,Deterministic match: same_category,,
ART-0340,ART-0427,same_category,0.200,deterministic,Deterministic match: same_category,,
ART-0341,ART-0345,"shared_person, temporal_proximity",0.400,deterministic,"Deterministic match: shared_person, temporal_proximity",pete hegseth,
ART-0341,ART-0353,"shared_organization, temporal_proximity",0.329,deterministic,"Deterministic match: shared_organization, temporal_proximity",,pentagon
ART-0341,ART-0354,"shared_organization, temporal_proximity",0.329,deterministic,"Deterministic match: shared_organization, temporal_proximity",,pentagon
ART-0341,ART-0357,"same_category, temporal_proximity",0.200,deterministic,"Deterministic match: same_category, temporal_proximity",,
ART-0341,ART-0367,shared_person,0.300,deterministic,Deterministic match: shared_person,pete hegseth,
ART-0341,ART-0372,"same_category, tag_overlap",0.300,deterministic,"Deterministic match: same_category, tag_overlap",,
ART-0341,ART-0374,same_category,0.200,deterministic,Deterministic match: same_category,,
ART-0341,ART-0384,shared_organization,0.300,deterministic,Deterministic match: shared_organization,,pentagon
ART-0341,ART-0399,shared_person,0.300,deterministic,Deterministic match: shared_person,pete hegseth,
ART-0341,ART-0412,same_category,0.200,deterministic,Deterministic match: same_category,,
ART-0341,ART-0414,shared_person,0.300,deterministic,Deterministic match: shared_person,pete hegseth,
ART-0341,ART-0421,shared_person,0.300,deterministic,Deterministic match: shared_person,pete hegseth,
ART-0342,ART-0343,"tag_overlap, temporal_proximity",0.200,deterministic,"Deterministic match: tag_overlap, temporal_proximity",,
ART-0342,ART-0344,"same_category, temporal_proximity",0.286,deterministic,"Deterministic match: same_category, temporal_proximity",,
ART-0342,ART-0345,"same_category, temporal_proximity",0.300,deterministic,"Deterministic match: same_category, temporal_proximity",,
ART-0342,ART-0348,"same_category, tag_overlap, temporal_proximity",0.386,deterministic,"Deterministic match: same_category, tag_overlap, temporal_proximity",,
ART-0342,ART-0349,"tag_overlap, temporal_proximity",0.186,deterministic,"Deterministic match: tag_overlap, temporal_proximity",,
ART-0342,ART-0350,"tag_overlap, temporal_proximity",0.171,deterministic,"Deterministic match: tag_overlap, temporal_proximity",,
ART-0342,ART-0358,content_similarity,0.621,embedding,Content similarity: 0.621,,
ART-0342,ART-0360,content_similarity,0.733,embedding,Content similarity: 0.733,,
ART-0342,ART-0363,content_similarity,0.602,embedding,Content similarity: 0.602,,
ART-0342,ART-0368,content_similarity,0.655,embedding,Content similarity: 0.655,,
ART-0342,ART-0369,tag_overlap,0.100,deterministic,Deterministic match: tag_overlap,,
ART-0342,ART-0371,tag_overlap,0.100,deterministic,Deterministic match: tag_overlap,,
ART-0342,ART-0375,same_category,0.200,deterministic,Deterministic match: same_category,,
ART-0342,ART-0381,shared_organization,0.300,deterministic,Deterministic match: shared_organization,,white house
ART-0342,ART-0389,shared_organization,0.300,deterministic,Deterministic match: shared_organization,,white house
ART-0342,ART-0390,content_similarity,0.664,embedding,Content similarity: 0.664,,
ART-0342,ART-0392,"same_category, tag_overlap",0.300,deterministic,"Deterministic match: same_category, tag_overlap",,
ART-0342,ART-0398,"same_category, tag_overlap",0.300,deterministic,"Deterministic match: same_category, tag_overlap",,
ART-0342,ART-0402,"same_category, tag_overlap",0.300,deterministic,"Deterministic match: same_category, tag_overlap",,
ART-0342,ART-0408,same_category,0.200,deterministic,Deterministic match: same_category,,
ART-0342,ART-0409,same_category,0.200,deterministic,Deterministic match: same_category,,
ART-0342,ART-0410,content_similarity,0.616,embedding,Content similarity: 0.616,,
ART-0342,ART-0412,shared_organization,0.300,deterministic,Deterministic match: shared_organization,,white house
ART-0342,ART-0413,same_category,0.200,deterministic,Deterministic match: same_category,,
ART-0342,ART-0416,content_similarity,0.645,embedding,Content similarity: 0.645,,
ART-0342,ART-0421,tag_overlap,0.100,deterministic,Deterministic match: tag_overlap,,
ART-0342,ART-0425,content_similarity,0.618,embedding,Content similarity: 0.618,,
ART-0342,ART-0426,"same_category, tag_overlap",0.300,deterministic,"Deterministic match: same_category, tag_overlap",,
ART-0342,ART-0429,tag_overlap,0.100,deterministic,Deterministic match: tag_overlap,,
ART-0342,ART-0430,content_similarity,0.663,embedding,Content similarity: 0.663,,
ART-0343,ART-0344,"shared_person, temporal_proximity",0.386,deterministic,"Deterministic match: shared_person, temporal_proximity",donald trump,
ART-0343,ART-0347,"shared_person, same_category, temporal_proximity",0.586,deterministic,"Deterministic match: shared_person, same_category, temporal_proximity",donald trump,
ART-0343,ART-0348,"shared_person, tag_overlap, temporal_proximity",0.486,deterministic,"Deterministic match: shared_person, tag_overlap, temporal_proximity",donald trump,
ART-0343,ART-0349,"tag_overlap, temporal_proximity",0.186,deterministic,"Deterministic match: tag_overlap, temporal_proximity",,
ART-0343,ART-0350,"shared_person, tag_overlap, temporal_proximity",0.471,deterministic,"Deterministic match: shared_person, tag_overlap, temporal_proximity",donald trump,
ART-0343,ART-0352,"shared_person, same_category, temporal_proximity",0.600,deterministic,"Deterministic match: shared_person, same_category, temporal_proximity",donald trump,
ART-0343,ART-0353,"shared_person, same_category, temporal_proximity",0.529,deterministic,"Deterministic match: shared_person, same_category, temporal_proximity",donald trump,
ART-0343,ART-0354,content_similarity,0.656,embedding,Content similarity: 0.656,,
ART-0343,ART-0355,"shared_person, shared_organization, temporal_proximity",0.629,deterministic,"Deterministic match: shared_person, shared_organization, temporal_proximity",donald trump,national guard
ART-0343,ART-0357,"shared_person, temporal_proximity",0.300,deterministic,"Deterministic match: shared_person, temporal_proximity",donald trump,
ART-0343,ART-0358,"tag_overlap, temporal_proximity",0.100,deterministic,"Deterministic match: tag_overlap, temporal_proximity",,
ART-0343,ART-0359,"shared_person, shared_organization, same_category, temporal_proximity",0.800,deterministic,"Deterministic match: shared_person, shared_organization, same_category, temporal_proximity",donald trump,national guard
ART-0343,ART-0360,"shared_person, tag_overlap, temporal_proximity",0.400,deterministic,"Deterministic match: shared_person, tag_overlap, temporal_proximity",donald trump,
ART-0343,ART-0361,"shared_person, same_category, temporal_proximity",0.500,deterministic,"Deterministic match: shared_person, same_category, temporal_proximity",donald trump,
ART-0343,ART-0362,"shared_person, temporal_proximity",0.300,deterministic,"Deterministic match: shared_person, temporal_proximity",donald trump,
ART-0343,ART-0363,"shared_person, tag_overlap, temporal_proximity",0.400,deterministic,"Deterministic match: shared_person, tag_overlap, temporal_proximity",donald trump,
ART-0343,ART-0364,shared_person,0.300,deterministic,Deterministic match: shared_person,donald trump,
ART-0343,ART-0365,"shared_person, same_category",0.500,deterministic,"Deterministic match: shared_person, same_category",donald trump,
ART-0343,ART-0366,shared_person,0.300,deterministic,Deterministic match: shared_person,donald trump,
ART-0343,ART-0367,shared_person,0.300,deterministic,Deterministic match: shared_person,donald trump,
ART-0343,ART-0368,tag_overlap,0.100,deterministic,Deterministic match: tag_overlap,,
ART-0343,ART-0369,tag_overlap,0.100,deterministic,Deterministic match: tag_overlap,,
ART-0343,ART-0370,"shared_person, same_category",0.500,deterministic,"Deterministic match: shared_person, same_category",donald trump,
ART-0343,ART-0371,"shared_person, tag_overlap",0.400,deterministic,"Deterministic match: shared_person, tag_overlap",donald trump,
ART-0343,ART-0373,"shared_person, same_category, temporal_proximity",0.529,deterministic,"Deterministic match: shared_person, same_category, temporal_proximity",donald trump,
ART-0343,ART-0375,shared_person,0.300,deterministic,Deterministic match: shared_person,donald trump,
ART-0343,ART-0376,"shared_person, same_category",0.500,deterministic,"Deterministic match: shared_person, same_category",donald trump,
ART-0343,ART-0378,"shared_person, same_category",0.500,deterministic,"Deterministic match: shared_person, same_category",donald trump,
ART-0343,ART-0379,shared_person,0.300,deterministic,Deterministic match: shared_person,donald trump,
ART-0343,ART-0380,shared_person,0.300,deterministic,Deterministic match: shared_person,donald trump,
ART-0343,ART-0381,shared_person,0.300,deterministic,Deterministic match: shared_person,donald trump,
ART-0343,ART-0382,shared_person,0.300,deterministic,Deterministic match: shared_person,donald trump,
ART-0343,ART-0383,"shared_person, same_category",0.500,deterministic,"Deterministic match: shared_person, same_category",donald trump,
ART-0343,ART-0384,shared_person,0.300,deterministic,Deterministic match: shared_person,donald trump,
ART-0343,ART-0385,shared_person,0.300,deterministic,Deterministic match: shared_person,donald trump,
ART-0343,ART-0386,"shared_person, same_category",0.500,deterministic,"Deterministic match: shared_person, same_category",donald trump,
ART-0343,ART-0387,shared_person,0.300,deterministic,Deterministic match: shared_person,donald trump,
ART-0343,ART-0388,shared_person,0.300,deterministic,Deterministic match: shared_person,donald trump,
ART-0343,ART-0389,shared_person,0.300,deterministic,Deterministic match: shared_person,donald trump,
ART-0343,ART-0390,"shared_person, tag_overlap",0.400,deterministic,"Deterministic match: shared_person, tag_overlap",donald trump,
ART-0343,ART-0391,"shared_person, same_category",0.500,deterministic,"Deterministic match: shared_person, same_category",donald trump,
ART-0343,ART-0392,tag_overlap,0.100,deterministic,Deterministic match: tag_overlap,,
ART-0343,ART-0393,shared_person,0.300,deterministic,Deterministic match: shared_person,donald trump,
ART-0343,ART-0394,shared_person,0.300,deterministic,Deterministic match: shared_person,donald trump,
ART-0343,ART-0395,shared_person,0.300,deterministic,Deterministic match: shared_person,donald trump,
ART-0343,ART-0397,same_category,0.200,deterministic,Deterministic match: same_category,,
ART-0343,ART-0398,"shared_person, tag_overlap",0.400,deterministic,"Deterministic match: shared_person, tag_overlap",mike johnson,
ART-0343,ART-0399,shared_person,0.300,deterministic,Deterministic match: shared_person,donald trump,
ART-0343,ART-0400,shared_person,0.300,deterministic,Deterministic match: shared_person,donald trump,
ART-0343,ART-0401,shared_person,0.300,deterministic,Deterministic match: shared_person,donald trump,
ART-0343,ART-0402,tag_overlap,0.100,deterministic,Deterministic match: tag_overlap,,
ART-0343,ART-0403,shared_person,0.300,deterministic,Deterministic match: shared_person,donald trump,
ART-0343,ART-0404,shared_person,0.300,deterministic,Deterministic match: shared_person,donald trump,
ART-0343,ART-0405,same_category,0.200,deterministic,Deterministic match: same_category,,
ART-0343,ART-0407,shared_person,0.300,deterministic,Deterministic match: shared_person,donald trump,
ART-0343,ART-0408,shared_person,0.300,deterministic,Deterministic match: shared_person,donald trump,
ART-0343,ART-0409,shared_person,0.300,deterministic,Deterministic match: shared_person,donald trump,
ART-0343,ART-0410,tag_overlap,0.100,deterministic,Deterministic match: tag_overlap,,
ART-0343,ART-0411,"shared_person, same_category",0.500,deterministic,"Deterministic match: shared_person, same_category",donald trump,
